name,gas-name,temperature,pressure,gas-critical-temperature,gas-critical-pressure,gas-acentric-factor,gas-molar-mass,target-value
DB0-m3_o18_o1490_f0_fsc.sym.34,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.141806995
DB0-m3_o1470_o159_f0_fsc.sym.48,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.141817304
DB0-m3_o17_o1500_f0_fsc.sym.16,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.141861422
DB0-m3_o46_o159_f0_fsc.sym.55,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.141885169
DB12-CUVGOQ_freeONLY,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.141917576
DB5-hypotheticalMOF_29125_0_0_2_25_7_12,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.141947247
DB0-m3_o1490_o158_f0_fsc.sym.18,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.141991445
DB0-m3_o153_o155_f0_fsc.sym.77,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142042182
DB0-m3_o1480_o159_f0_fsc.sym.70,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142094991
DB0-m3_o81_o22_f0_fsc.sym.3,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142120121
DB0-m3_o1520_o155_f0_fsc.sym.2,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142256601
DB0-m3_o160_o49_f0_fsc.sym.22,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142271523
DB0-m3_o13_o510_f0_fsc.sym.67,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142285291
DB0-m3_o152_o18_f0_fsc.sym.11,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142341774
DB0-m3_o152_o155_f0_fsc.sym.8,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142342173
DB12-DONNEA_freeONLY,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142352012
DB0-m3_o1530_o156_f0_fsc.sym.87,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142427556
DB0-m3_o1490_o155_f0_fsc.sym.63,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142473332
DB0-m3_o160_o147_f0_fsc.sym.25,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.14263043
DB0-m3_o48_o159_f0_fsc.sym.64,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.14265749
DB0-m3_o152_o156_f0_fsc.sym.29,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142703549
DB0-m3_o43_o156_f0_fsc.sym.90,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142830045
DB0-m3_o156_o45_f0_fsc.sym.32,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142830599
DB0-m3_o24_o82_f0_fsc.sym.40,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142837522
DB0-m3_o153_o158_f0_fsc.sym.85,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142857991
DB0-m3_o480_o158_f0_fsc.sym.11,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142861963
DB0-m3_o156_o510_f0_fsc.sym.5,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142870942
DB0-m3_o158_o47_f0_fsc.sym.15,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142924872
DB0-m3_o16_o45_f0_fsc.sym.73,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142945358
DB0-m3_o147_o156_f0_fsc.sym.3,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.142946811
DB0-m3_o1490_o155_f0_fsc.sym.31,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.178764434
DB0-m3_o51_o4_f0_fsc.sym.35,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.17877446
DB0-m3_o490_o158_f0_fsc.sym.34,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.178775584
DB5-hypotheticalMOF_35592_0_0_2_14_2_4,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.178784203
DB0-m3_o42_o155_f0_fsc.sym.11,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.178788867
DB0-m3_o24_o147_f0_fsc.sym.34,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.178844325
DB0-m3_o1490_o156_f0_fsc.sym.8,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.178873639
DB0-m3_o1520_o156_f0_fsc.sym.69,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.178969721
DB0-m3_o153_o4_f0_fsc.sym.38,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.178998566
DB0-m3_o16_o51_f0_fsc.sym.72,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.179000357
DB0-m3_o48_o156_f0_fsc.sym.9,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.179025497
DB0-m3_o155_o45_f0_fsc.sym.28,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.179158812
DB0-m3_o1490_o156_f0_fsc.sym.19,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.179432891
DB0-m3_o153_o158_f0_fsc.sym.17,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.179494099
DB1-Al2O6-ADC_B-BDC_B_No351,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.179603456
DB0-m3_o1480_o156_f0_fsc.sym.23,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.179614721
DB0-m3_o1480_o156_f0_fsc.sym.20,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.17966697
DB0-m3_o113_o22_f0_fsc.sym.17,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.179850979
DB0-m3_o500_o156_f0_fsc.sym.22,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.17985933
DB0-m3_o1490_o156_f0_fsc.sym.13,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.17987344
DB0-m3_o1_o153_f0_fsc.sym.41,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.179910691
DB0-m3_o51_o4_f0_fsc.sym.2,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.17992056
DB0-m3_o16_o147_f0_fsc.sym.10,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.179965623
DB0-m3_o18_o47_f0_fsc.sym.16,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.180010167
DB0-m3_o490_o22_f0_fsc.sym.1,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.180055568
DB0-m3_o18_o51_f0_fsc.sym.30,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.180067717
DB0-m15_o14_o97_f0_fsc,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.180196869
DB0-m3_o1520_o156_f0_fsc.sym.13,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.180275941
DB0-m3_o81_o4_f0_fsc.sym.1,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.180368426
DB0-m3_o156_o150_f0_fsc.sym.104,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.180472824
DB0-m3_o16_o150_f0_fsc.sym.96,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.18048662
DB0-m3_o156_o150_f0_fsc.sym.64,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.180581268
DB0-m3_o16_o1530_f0_fsc.sym.37,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.18058573
DB0-m3_o490_o155_f0_fsc.sym.33,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.180636504
DB1-Al2O6-ADC_B-BDC_B_No167,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.180653289
DB0-m3_o460_o14_f0_fsc.sym.19,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.58154928
DB0-m3_o51_o15_f0_fsc.sym.14,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.588468856
DB0-m3_o45_o15_f0_fsc.sym.3,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.591502163
DB0-m3_o152_o15_f0_fsc.sym.22,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.595259875
DB12-MIMVEJ_freeONLY,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.601420744
DB12-MIMVEJ_clean,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.602720254
DB0-m3_o1490_o15_f0_fsc.sym.2,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.605307705
DB0-m3_o51_o15_f0_fsc.sym.3,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.607987438
DB0-m3_o153_o14_f0_fsc.sym.62,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.609229269
DB0-m3_o1480_o15_f0_fsc.sym.16,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.620738203
DB5-hypotheticalMOF_36346_0_0_2_16_2_12,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.622191749
DB0-m3_o1480_o15_f0_fsc.sym.17,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.62974202
DB0-m3_o152_o15_f0_fsc.sym.16,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.631636972
DB0-m3_o45_o15_f0_fsc.sym.26,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.637934445
DB0-m3_o1490_o15_f0_fsc.sym.15,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.648856502
DB0-m3_o1480_o15_f0_fsc.sym.21,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.664481498
DB0-m3_o1490_o15_f0_fsc.sym.3,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.666925589
DB0-m3_o47_o15_f0_fsc.sym.22,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.671519302
DB0-m3_o44_o15_f0_fsc.sym.16,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.678916689
DB0-m3_o49_o14_f0_fsc.sym.2,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.682020888
DB0-m3_o1530_o15_f0_fsc.sym.2,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.705299884
DB1-Al2O6-ADC_B-fum_B_No47,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.719351692
DB1-Al2O6-ADC_B-fum_B_No223,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.72296562
DB0-m3_o150_o15_f0_fsc.sym.44,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.733466932
DB1-Al2O6-ADC_B-fum_B_No149,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.738792133
DB0-m3_o470_o15_f0_fsc.sym.17,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.741024977
DB1-Al2O6-ADC_B-fum_B_No97,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.74366609
DB0-m3_o45_o15_f0_fsc.sym.18,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.775206995
DB0-m3_o47_o15_f0_fsc.sym.3,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.788533654
DB0-m3_o490_o15_f0_fsc.sym.4,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.822841769
DB0-m3_o1490_o15_f0_fsc.sym.18,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.823970637
DB0-m3_o490_o15_f0_fsc.sym.3,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.842949067
DB0-m3_o1520_o15_f0_fsc.sym.2,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.853575991
DB0-m3_o152_o15_f0_fsc.sym.2,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.87978319
DB0-m3_o1470_o15_f0_fsc.sym.3,CH4,298.15,5,190.56,4.5992,0.0115,16.043,0.955220326
DB1-Al2O6-ADC_B-fum_B_No83,CH4,298.15,5,190.56,4.5992,0.0115,16.043,1.006958199
DB1-Al2O6-ADC_B-fum_B_No11,CH4,298.15,5,190.56,4.5992,0.0115,16.043,1.024170203
DB5-hypotheticalMOF_33053_0_0_2_0_25_3,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.011779352
DB1-AlO6-mofHTB_No11,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.016006109
DB0-m3_o1_o7_f0_nbo.sym.79,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.01651155
DB0-m9_o2_o2_f0_sra.sym.42,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.016580268
DB1-AlO6-mof200_No4,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.017252979
DB12-EPONAA_clean,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.017294234
DB0-m9_o13_o20_f0_sra.sym.96,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.017472438
DB0-m3_o25_o146_f0_fsc.sym.26,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.017654158
DB1-AlO6-mofHTB_No12,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.017685389
DB0-m2_o1_o9_f0_nbo.sym.104,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.018860951
DB1-AlO6-ADC_A_No4,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.019035071
DB0-m2_o24_o24_f0_nbo.sym.15,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.019132631
DB5-hypotheticalMOF_5060248_2_1_2_12_12_0,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.019677832
DB0-m2_o10_kto,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.019863359
DB5-hypotheticalMOF_5024843_2_0_0_27_16_1,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036826965
DB0-m2_o14_o20_f0_nbo.sym.99,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036827262
DB6-cuf_7523,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036837716
DB7-ddmof_6678,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036837795
DB5-hypotheticalMOF_5018595_0_0_0_19_12_10,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036843461
DB5-hypotheticalMOF_5017164_2_0_0_19_25_6,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036853897
DB0-m3_o9_o23_f0_nbo.sym.68,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036854073
DB0-m2_o11_o28_f0_nbo.sym.55,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036862588
DB0-m2_o5_o27_f0_nbo.sym.12,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036868071
DB0-m3_o21_o26_f0_pcu.sym.2,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.03686844
DB0-m2_o11_o28_f0_nbo.sym.35,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036868649
DB0-m3_o2_o22_f0_pcu.sym.17,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036870647
DB0-m3_o6_o28_f0_pcu.sym.82,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036875559
DB15-pcu_N65_E225_opt,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.03688536
DB0-m2_o14_o25_f0_nbo.sym.10,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036888205
DB1-Zn2O8N2-ADC_A-DPAC_A_No17,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036902258
DB1-Zn2O8N2-DPAC_A-irmof20_A_No541,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036905777
DB7-ddmof_18374,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.036905959
DB0-m2_o11_o24_f0_pcu.sym.84,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062297713
DB1-Cu2O8N2-BDC_A-DPAC_A_No551,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062321125
DB0-m3_o24_o52_f0_fsc.sym.14,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062334759
DB0-m2_o16_o29_f0_pcu.sym.3,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062357928
DB0-m3_o24_o52_f0_fsc.sym.1,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062361271
DB0-m1_o41_o20_fsc,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062363017
DB0-m3_o93_o23_f0_fsc.sym.9,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062378003
DB0-m3_o7_o15_f0_pcu.sym.35,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062396323
DB0-m2_o16_o28_f0_pcu.sym.104,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062429219
DB0-m3_o96_o23_f0_fsc.sym.8,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062444184
DB0-m3_o25_o115_f0_fsc.sym.41,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062467788
DB5-hypotheticalMOF_5036689_1_1_1_18_24_0,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062472855
DB0-m9_o3_o25_f0_sra.sym.58,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062496737
DB0-m2_o11_o18_f0_pcu.sym.6,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.062516369
DB0-m3_o16_o43_f0_fsc.sym.16,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.199849398
DB0-m3_o52_o13_f0_fsc.sym.4,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.199963704
DB0-m3_o158_o151_f0_fsc.sym.42,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.200008199
DB0-m3_o440_o158_f0_fsc.sym.53,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.200015819
DB0-m3_o43_o155_f0_fsc.sym.37,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.200142969
DB5-hypotheticalMOF_5074449_0_0_2_23_10_12,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.200150153
DB0-m3_o153_o159_f0_fsc.sym.5,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.20023366
DB0-m3_o44_o158_f0_fsc.sym.38,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.200275846
DB0-m3_o153_o13_f0_fsc.sym.7,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.200644011
DB0-m3_o450_o158_f0_fsc.sym.95,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.200809189
DB0-m3_o1520_o155_f0_fsc.sym.12,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.200874743
DB0-m2_o42_o150_f0_fsc,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.200996605
DB0-m3_o148_o159_f0_fsc.sym.2,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.201200772
DB0-m3_o153_o159_f0_fsc.sym.61,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.201244793
DB0-m3_o18_o145_f0_fsc,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.201499184
DB0-m3_o25_o46_f0_fsc.sym.48,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.201658879
DB0-m3_o25_o490_f0_fsc.sym.23,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.20198538
DB0-m3_o155_o44_f0_fsc.sym.26,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.283264399
DB0-m3_o49_o13_f0_fsc.sym.13,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.283387175
DB0-m3_o4_o42_f0_fsc,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.283487675
DB0-m3_o18_o1490_f0_fsc.sym.34,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.283613989
DB0-m3_o1470_o159_f0_fsc.sym.48,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.283634607
DB0-m3_o17_o1500_f0_fsc.sym.16,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.283722843
DB0-m3_o46_o159_f0_fsc.sym.55,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.283770338
DB12-CUVGOQ_freeONLY,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.283835152
DB5-hypotheticalMOF_29125_0_0_2_25_7_12,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.283894493
DB0-m3_o1490_o158_f0_fsc.sym.18,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.283982889
DB0-m3_o153_o155_f0_fsc.sym.77,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.284084364
DB0-m3_o1480_o159_f0_fsc.sym.70,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.284189981
DB0-m3_o81_o22_f0_fsc.sym.3,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.284240241
DB0-m3_o1520_o155_f0_fsc.sym.2,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.284513201
DB0-m3_o160_o49_f0_fsc.sym.22,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.284543045
DB0-m3_o13_o510_f0_fsc.sym.67,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.284570581
DB0-m3_o152_o18_f0_fsc.sym.11,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.284683548
DB0-m3_o152_o155_f0_fsc.sym.8,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.284684345
DB12-DONNEA_freeONLY,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.284704025
DB0-m3_o1530_o156_f0_fsc.sym.87,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.284855112
DB0-m3_o1490_o155_f0_fsc.sym.63,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.284946664
DB0-m3_o160_o147_f0_fsc.sym.25,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.28526086
DB0-m3_o48_o159_f0_fsc.sym.64,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.28531498
DB0-m3_o152_o156_f0_fsc.sym.29,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.285407098
DB0-m3_o43_o156_f0_fsc.sym.90,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.28566009
DB0-m3_o156_o45_f0_fsc.sym.32,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.285661198
DB0-m3_o24_o82_f0_fsc.sym.40,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.285675044
DB0-m3_o153_o158_f0_fsc.sym.85,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.285715982
DB0-m3_o480_o158_f0_fsc.sym.11,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.285723926
DB0-m3_o156_o510_f0_fsc.sym.5,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.285741883
DB0-m3_o158_o47_f0_fsc.sym.15,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.285849744
DB0-m3_o16_o45_f0_fsc.sym.73,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.285890715
DB0-m3_o147_o156_f0_fsc.sym.3,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.285893621
DB0-m3_o1490_o155_f0_fsc.sym.31,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.357528867
DB0-m3_o51_o4_f0_fsc.sym.35,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.357548921
DB0-m3_o490_o158_f0_fsc.sym.34,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.357551167
DB5-hypotheticalMOF_35592_0_0_2_14_2_4,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.357568405
DB0-m3_o42_o155_f0_fsc.sym.11,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.357577734
DB0-m3_o24_o147_f0_fsc.sym.34,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.35768865
DB0-m3_o1490_o156_f0_fsc.sym.8,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.357747278
DB0-m3_o1520_o156_f0_fsc.sym.69,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.357939441
DB0-m3_o153_o4_f0_fsc.sym.38,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.357997132
DB0-m3_o16_o51_f0_fsc.sym.72,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.358000714
DB0-m3_o48_o156_f0_fsc.sym.9,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.358050993
DB0-m3_o155_o45_f0_fsc.sym.28,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.358317623
DB0-m3_o1490_o156_f0_fsc.sym.19,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.358865782
DB0-m3_o153_o158_f0_fsc.sym.17,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.358988199
DB1-Al2O6-ADC_B-BDC_B_No351,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.359206911
DB0-m3_o1480_o156_f0_fsc.sym.23,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.359229441
DB0-m3_o1480_o156_f0_fsc.sym.20,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.35933394
DB0-m3_o113_o22_f0_fsc.sym.17,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.359701958
DB0-m3_o500_o156_f0_fsc.sym.22,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.359718659
DB0-m3_o1490_o156_f0_fsc.sym.13,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.35974688
DB0-m3_o1_o153_f0_fsc.sym.41,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.359821382
DB0-m3_o51_o4_f0_fsc.sym.2,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.35984112
DB0-m3_o16_o147_f0_fsc.sym.10,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.359931246
DB0-m3_o18_o47_f0_fsc.sym.16,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.360020334
DB0-m3_o490_o22_f0_fsc.sym.1,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.360111136
DB0-m3_o18_o51_f0_fsc.sym.30,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.360135434
DB0-m15_o14_o97_f0_fsc,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.360393738
DB0-m3_o1520_o156_f0_fsc.sym.13,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.360551882
DB0-m3_o81_o4_f0_fsc.sym.1,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.360736853
DB0-m3_o156_o150_f0_fsc.sym.104,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.360945647
DB0-m3_o16_o150_f0_fsc.sym.96,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.36097324
DB0-m3_o156_o150_f0_fsc.sym.64,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.361162536
DB0-m3_o16_o1530_f0_fsc.sym.37,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.361171461
DB0-m3_o490_o155_f0_fsc.sym.33,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.361273007
DB1-Al2O6-ADC_B-BDC_B_No167,CH4,298.15,10,190.56,4.5992,0.0115,16.043,0.361306577
DB0-m3_o460_o14_f0_fsc.sym.19,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.163098559
DB0-m3_o51_o15_f0_fsc.sym.14,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.176937712
DB0-m3_o45_o15_f0_fsc.sym.3,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.183004326
DB0-m3_o152_o15_f0_fsc.sym.22,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.19051975
